Year,Month,Day,SIE,MeanX,MeanY,StdX,StdY,CorXY
2011,4,22,11545625,118.00920262004,178.648622313647,50.6293068942213,43.2169349946482,0.172321840443396
2011,4,23,11524375,118.009707684799,178.751233797928,50.6079152491804,43.1536528235611,0.171612388461716
2011,4,24,11497500,117.914111763427,178.84926070885,50.5353694427956,43.0728301799899,0.172155181131338
2011,4,25,11468750,117.951771117166,179.040272479564,50.5281416273958,42.9336496135081,0.171162333402583
2011,4,26,11446250,118.004805067162,179.18843507699,50.4123813086421,42.8638347274132,0.170511426556015
2011,4,27,11386875,118.072067621714,179.438223832263,50.1644971631382,42.8097749705284,0.167691646744968
2011,4,28,11386875,117.860914429991,179.322026455898,50.2765957018766,42.9025459235173,0.173754303025009
2011,4,29,11382500,117.773555897211,179.386668130903,50.2919000545635,42.851865779461,0.175992461304106
2011,4,30,11374375,117.98406505852,179.468212539151,50.1207900714679,42.7853869671427,0.171102120291437
2011,5,1,11321250,118.316605940157,179.790107099481,49.8792675440904,42.6198936848182,0.163326870491842
2011,5,2,11328750,118.423038728898,179.695244400309,49.8293834774399,42.7563015262865,0.162205318395774
2011,5,3,11278125,118.779052369077,180.066334164589,49.5477379552361,42.5687360629549,0.15026140441515
2011,5,4,11268125,118.878861833712,180.156359199068,49.4574128806613,42.5061419303569,0.147899083932821
2011,5,5,11271875,118.80659828112,180.018796784031,49.3564559122354,42.5878635643653,0.150561759214144
2011,5,6,11278125,119.185037406484,180.103186478249,49.1649240488055,42.495718081219,0.141921706654104
2011,5,7,11256875,119.388928987841,180.282827161179,49.0539608496008,42.3992378268689,0.137483980447726
2011,5,8,11213750,119.335804258165,180.514435402965,48.8753654476287,42.3598305298361,0.139090655376446
2011,5,9,11223750,119.089319523332,180.358169061143,48.8149809831625,42.5292993065943,0.147056086544434
2011,5,10,11200000,118.937667410714,180.495591517857,48.815285597361,42.4050960152823,0.15067029036868
2011,5,11,11186250,118.911610235781,180.551570007822,48.8949161613678,42.3082376878046,0.152434073256301
2011,5,12,11170000,118.969449418084,180.505035810206,48.9088832041479,42.2461781383781,0.15310438843672
2011,5,13,11120625,119.502051368516,180.683976844827,48.6541698692459,42.0814926132447,0.144850654118065
2011,5,14,11106250,119.901913337085,180.532020258863,48.4638405400941,42.1940837361575,0.144014722460019
2011,5,15,11082500,120.283555154523,180.618937514099,48.3476490231536,42.0872589421022,0.139705193763122
2011,5,16,11043750,120.485172608942,180.671024335031,48.272067574693,41.9849857716628,0.138895859887887
2011,5,17,11009375,120.569173999432,180.698779449333,48.3009462195549,41.783397053162,0.135529510876663
2011,5,18,10955625,120.795652918022,180.704090364539,48.1364285409855,41.719994477799,0.128510614763641
2011,5,19,10888750,120.982206405694,180.791929744002,48.1414363365788,41.5325946670221,0.124536425248905
2011,5,20,10818750,121.241536683998,180.957250144425,48.0017927254791,41.4468250260897,0.120397252748214
2011,5,21,10772500,121.218438152704,180.870909723834,47.9460676091912,41.4793843152076,0.124422956348324
2011,5,22,10729375,121.06139686608,180.943321488903,47.9049254579383,41.5156028710935,0.1323078990256
2011,5,23,10676875,120.925891236902,180.807469414037,47.8617189623447,41.5415248023845,0.142044874925336
2011,5,24,10636250,120.838112586673,180.933952285815,47.6768531323936,41.5562051959846,0.143665834193427
2011,5,25,10588750,120.974324164798,181.048223350254,47.4161568162474,41.5395478291731,0.140416566090467
2011,5,26,10526250,120.871689823061,181.282329889562,47.2313192009375,41.4111566215073,0.143809537895443
2011,5,27,10640625,120.334801762115,181.823377386197,47.1660681125905,42.1239802829475,0.14710071322513
2011,5,28,10518125,120.381306078793,181.151642997207,47.2008804828966,41.6256194958311,0.156185297168843
2011,5,29,10506250,120.337358715051,181.263295657347,47.303557183709,41.5003412709466,0.156003964665397
2011,5,30,10448750,120.134824739801,181.499521473861,47.2266959991063,41.4818235541709,0.165592429399892
2011,5,31,10366250,120.212287471361,181.833293138792,46.903017113382,41.2240147631787,0.161721871432636
2011,6,1,10305625,120.006367881618,181.815574019043,46.7758952164658,41.1639893926437,0.169874098940447
2011,6,2,10254375,119.651063570427,181.808862071067,46.601233636781,41.0514564348498,0.172924804001023
2011,6,3,10251875,119.559470828507,181.487349875023,46.5707187398219,41.2002499276968,0.176935756925846
2011,6,4,10226875,119.431338996517,181.287050051946,46.4837191842497,41.299956536824,0.183679308853806
2011,6,5,10154375,119.589831968979,181.506862805441,46.1160280525755,41.2087903079638,0.180490571791847
2011,6,6,10070000,119.507013406157,181.664784011917,45.9327873505547,41.1397578194008,0.180877715792649
2011,6,7,9993750,119.1889931207,181.88005003127,45.7645870440936,41.0224194228846,0.185913992721787
2011,6,8,9884375,119.018969332912,182.037432816946,45.4037316723587,40.8877768598337,0.191841833382203
2011,6,9,9810625,119.449576352169,182.107217939734,45.2026084072796,40.6288534975254,0.18153423237516
2011,6,10,9767500,119.32736114666,181.862170463271,45.0344145203822,40.7152672426198,0.18407757220357
2011,6,11,9661875,119.450740668866,182.417167992755,44.684009066053,40.2784157883764,0.175264861429621
2011,6,12,9586875,119.64912966947,182.623899863094,44.5060317043258,40.0247700852039,0.170467302656187
2011,6,13,9530625,119.638009049774,182.72942488032,44.3669070532149,39.8193207781973,0.169437874007366
2011,6,14,9466250,119.280932259342,182.972996170606,44.2776043623401,39.6238486650914,0.176086854241825
